Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,EFA,GLD,IWM,QQQ,SPY,TLT,EFA,GLD,IWM,QQQ,SPY,TLT,EFA,GLD,IWM,QQQ,SPY,TLT,EFA,GLD,IWM,QQQ,SPY,TLT,EFA,GLD,IWM,QQQ,SPY,TLT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-04,34.581207275390625,109.80000305175781,51.24468994140625,40.24655532836914,84.5784912109375,55.07081985473633,34.709217533215224,110.13999938964844,51.292747956291464,40.30724899985277,84.62326755347884,55.24864625058158,34.386143360987816,109.30999755859375,50.6760171811249,40.11650596558741,83.22022044674857,54.92978819208208,34.392238090974345,109.81999969482422,50.692036519419965,40.16852769512618,83.86204126108557,55.08921488218795,18556900,16224100,42863900,62822800,118944600,2829100
2010-01-05,34.61167907714844,109.69999694824219,51.068511962890625,40.24655532836914,84.80236053466797,55.42646408081055,34.806742954925056,110.38999938964844,51.40491216506637,40.315917634420835,84.8396779413871,55.573628955968374,34.44709349427226,109.26000213623047,50.85225840016554,40.02113444845473,84.22024543040534,55.18731940432145,34.66654093810717,109.87999725341797,51.16462805229985,40.22054611728815,84.52623222275905,55.21798089752755,14352800,14213100,55523100,62935600,111579900,2841600
2010-01-06,34.75798416137695,111.51000213623047,51.02042770385742,40.0037841796875,84.86204528808594,54.68450927734375,34.80065424668857,111.7699966430664,51.340805318623865,40.359257643635104,85.0710090492381,55.346758323629416,34.5446314094736,110.41000366210938,50.89227604687554,39.94309383028493,84.65308152693378,54.647719223090434,34.550728464715405,110.70999908447266,51.068482665615306,40.22920831236217,84.72024600994607,55.291568563961775,11888100,24981900,59708600,96033000,116074400,4099600
2010-01-07,34.62388229370117,110.81999969482422,51.39688491821289,40.0297966003418,85.22030639648438,54.7764892578125,34.648265867811425,111.29000091552734,51.43693480398645,40.11649946886519,85.32478831807188,54.966577443082805,34.36176468538002,110.62000274658203,50.571908601616386,39.81304439009769,84.46653908174217,54.6477193892467,34.526350322605786,111.06999969482422,51.0524797325033,40.064477747751155,84.705355715919,54.709037705951225,10906600,13609800,56123500,77094100,131091100,2793200
2010-01-08,34.898189544677734,111.37000274658203,51.677207946777344,40.35926055908203,85.50389099121094,54.75192642211914,34.93476490359566,111.58000183105469,51.677207946777344,40.35926055908203,85.54120839976568,54.917486240506605,34.58730713258458,110.26000213623047,51.100526954725495,39.82171600809591,84.82475856744435,54.426935338343384,34.68483909768689,111.5199966430664,51.21265928497511,39.94309671566927,84.99640498158702,54.88682944065656,12826500,15894600,48811500,88886600,126402800,2910700
2010-01-11,35.184696197509766,112.8499984741211,51.46895980834961,40.19453430175781,85.62329864501953,54.45148468017578,35.27003638961722,113.58999633789062,51.965544039707815,40.437295742455156,85.92181512591176,54.79487091254934,35.03230233293336,112.5199966430664,51.26872265422053,39.986450704462534,85.2576062764038,54.433084979195876,35.25174986997872,113.33999633789062,51.88545040020678,40.41128653305946,85.88450341271869,54.567988049995925,12387500,17253000,51638900,104673400,106375700,2181300
2010-01-12,34.77018356323242,110.48999786376953,50.90831756591797,39.691673278808594,84.82478332519531,55.38356399536133,34.977439305295185,113.05000305175781,51.38888878051014,40.00379706621044,85.23524646991336,55.426487296856585,34.501968882124295,110.13999938964844,50.668030430932966,39.47492101615477,84.49640825434984,55.08922944347311,34.81285365789131,112.37999725341797,51.14860164552514,39.95177863989483,85.05613538301529,55.28545559692458,19029700,29182600,45854900,90673900,163333500,4321200
2010-01-13,35.06277084350586,111.54000091552734,51.56507873535156,40.18587112426758,85.54122924804688,54.73966979980469,35.17249458136942,111.56999969482422,51.66920598456251,40.307255178464736,85.78004591702553,55.35899527883894,34.70921606031323,109.56999969482422,50.64398949875009,39.54428623182623,84.60835074518671,54.70901299444364,34.916471751239385,110.91999816894531,51.08451070367923,39.81305694053383,85.04120204319656,55.14437892816932,15446600,20014000,39501900,100661000,161822000,4755000
2010-01-14,35.33098220825195,112.02999877929688,51.75728988647461,40.220558166503906,85.77257537841797,55.50617980957031,35.35536577721562,112.37000274658203,51.91747712860729,40.333270293915646,85.92929827282762,55.506179809570305,35.05057814120514,110.79000091552734,51.276715938573396,40.07316818305438,85.39195938122988,54.905253814401696,35.05057814120514,111.51000213623047,51.372831950303954,40.10784603909217,85.4442003460331,54.99723361970345,13362600,18305300,41859800,75209000,115718800,4188800
2010-01-15,34.776283264160156,110.86000061035156,51.00440979003906,39.75237274169922,84.80985260009766,55.84958267211914,35.1176463955594,112.01000213623047,51.9014744693556,40.35927987744425,85.70541371280088,56.00288082086017,34.61169759323621,110.37999725341797,50.67602096888573,39.57897353781019,84.48147753498175,55.78826434828038,35.056687447802695,111.3499984741211,51.781330950850666,40.2899208573642,85.62332564036059,55.81892117105565,19281700,18002700,68725100,126849300,212283100,4142800
2010-01-19,35.117637634277344,111.5199966430664,51.9415283203125,40.39396286010742,85.86958312988281,55.69015121459961,35.16030772438849,111.75,51.95755071829254,40.43731266303171,85.92182408887219,55.8741108641633,34.64826431770922,110.83000183105469,51.19664569385471,39.83907744496938,84.7725172972687,55.44487324127744,34.67264789072859,110.94999694824219,51.19664569385471,39.847746082603045,84.79491116012485,55.628832890841124,17507700,10468200,46839000,84388200,139172700,2496000
2010-01-20,34.22156524658203,108.94000244140625,51.18863296508789,39.81306457519531,84.99639892578125,56.25430679321289,34.38005616510709,110.05000305175781,51.581099185259994,40.40263115055778,85.41432654139966,56.2727018288929,33.9045857348777,108.45999908447266,50.611948904549905,39.38823187985873,84.31726655040133,55.9661054254531,34.3617673204491,109.97000122070312,51.573087986987574,40.10784786287655,85.28745647149218,55.99676693711302,24510100,17535000,62485000,145680000,216490200,2800500
2010-01-21,33.49007797241211,107.37000274658203,50.34762954711914,39.440242767333984,83.36197662353516,56.51185607910156,34.245952634512776,108.77999877929688,51.645168480594684,40.185867765096745,85.27997358267294,56.652887816699455,33.27063274020164,106.61000061035156,50.17141987718078,39.27550893266816,83.2574947420129,56.082618271221754,34.160612434428806,108.4800033569336,51.228671786058044,39.92576571402815,85.0187688788673,56.137808061191976,22979100,25748400,98323100,204939600,344859600,4363100
2010-01-22,32.83781814575195,107.16999816894531,49.44255065917969,38.287109375,81.50374603271484,56.41368103027344,33.55711712851765,107.68000030517578,50.507813633363426,39.43156075329101,83.39189162102672,56.60376911060683,32.78905333481354,106.01000213623047,49.00202959417838,38.18306924262159,81.41418762723326,56.27264476925231,33.34376672064013,106.93000030517578,50.26752663847538,39.31018004762017,82.98888733711924,56.468866081356644,27432500,24210100,83757000,171098700,345942400,3666900
2010-01-25,33.24013900756836,107.4800033569336,49.498634338378906,38.41717529296875,81.921630859375,56.15616989135742,33.51444834643632,107.72000122070312,49.77896824656165,38.66860542413,82.39926974399602,56.36465309436333,33.15479884110836,107.06999969482422,49.122190486808115,38.25244144346822,81.65296717166602,56.100980134022784,33.44129996451991,107.44000244140625,49.72290207600052,38.52121546128986,82.25000581322796,56.13164163012952,20242700,13200500,62298700,154218700,186937500,2419500
2010-01-26,33.05117416381836,107.55999755859375,49.01005554199219,38.45185089111328,81.57832336425781,56.17456817626953,33.33157824928152,107.98999786376953,49.68285265030336,38.92003658219145,82.4440369857457,56.481164441972005,32.862204979956516,106.75,48.97000871341904,38.19174883186223,81.37682419723488,55.99060854553295,32.947545151589196,106.87000274658203,49.31441693882697,38.37381994260025,81.60071152794524,56.42597468143593,22135300,12297100,58213200,140816500,211168800,3138100
2010-01-27,33.01460647583008,106.52999877929688,49.53066635131836,38.755313873291016,81.96641540527344,56.14390563964844,33.04508478344264,108.80000305175781,49.61075999693788,38.88536327548117,82.1529910540915,56.46889692675425,32.53913836610584,106.16000366210938,48.6255934900094,38.15707537813181,80.84696151236504,56.027402242072625,32.843926092923084,107.52999877929688,48.79379197903644,38.38249963373254,81.473852959352,56.260413715511895,27156000,19005100,72565800,161632700,271863600,3325700
2010-01-28,32.45988464355469,106.4800033569336,48.68165588378906,37.75825119018555,81.0261001586914,56.113258361816406,33.03898164217072,107.2300033569336,49.65080603085754,38.5212202363308,82.2798891738561,56.22976177920183,32.216053594028395,105.18000030517578,48.23312661444481,37.55883946477737,80.53354323871896,55.8373188738975,33.03288458699269,107.18000030517578,49.626775494730886,38.49521101787078,82.23511282490557,55.88024217046865,26142600,16793900,93814200,221439800,316104000,3058200
2010-01-29,31.990509033203125,105.95999908447266,48.145023345947266,37.09933853149414,80.14544677734375,56.603790283203125,32.69152150505382,106.30000305175781,49.41052061115572,38.16575985504334,81.94403902366616,56.63445177524165,31.89907414036068,105.2699966430664,48.03289102495904,36.9606171391799,80.01857668442182,55.95380782091064,32.50255233929401,105.87999725341797,48.881894629799376,38.070388277693766,81.37684737541109,56.05192085280444,28917200,20278800,79325600,212099600,310677600,4930600
2010-02-01,32.5756950378418,108.3499984741211,48.713706970214844,37.50682067871094,81.3917465209961,56.08997344970703,32.624462165796096,108.4800033569336,48.80981997307418,37.52416126151121,81.39921114005865,56.44688279430427,31.990503454458057,106.37000274658203,48.185080871422606,37.17735952763974,80.22751647602274,56.02843848904254,32.42939830466818,106.63999938964844,48.36929873331019,37.19470011044001,80.71261422604032,56.43457298528144,23123800,14901900,60731800,136827100,187865000,3598500
2010-02-02,33.11823654174805,109.12999725341797,49.250335693359375,37.84495162963867,82.37689208984375,56.24997329711914,33.19747967893515,109.5999984741211,49.30640185654721,37.95766044053464,82.53361497760442,56.27458352780407,32.70372503436209,108.61000061035156,48.553508141664665,37.30740356241286,81.25743801112081,56.02228875733909,32.80735174853564,109.16000366210938,48.80180333247991,37.56750895956358,81.54103668845353,56.10843864918733,19720200,14292200,71047700,110727700,216327900,3047500
2010-02-03,32.77077102661133,108.69999694824219,48.92195510864258,38.05303955078125,81.96641540527344,55.59770584106445,33.03898567893022,109.54000091552734,49.36247634601398,38.122401885791376,82.45151323096779,55.979230256197596,32.60009066629604,108.43000030517578,48.52948884475121,37.6455441010422,81.72759880253979,55.54847597559855,32.90487835277077,109.0999984741211,49.0180681109799,37.66288468479473,82.00372711873489,55.8807705252658,20225900,13393200,50241000,93581600,172730700,5343700
2010-02-04,31.4357967376709,104.37000274658203,47.28801727294922,36.95191955566406,79.43645477294922,56.477684020996094,32.18557404668745,106.80000305175781,48.6015727990794,37.853609633831404,81.36937587627416,56.50229895995612,31.417510223536027,103.75,47.247970444543235,36.95191955566406,79.42152553160986,55.936169448334155,32.1490010184177,106.79000091552734,48.58555345664157,37.77557869807892,81.33206416060034,55.99154953987954,32202200,39991900,99167300,151652500,356715700,6095000
2010-02-05,31.380931854248047,104.68000030517578,47.472225189208984,37.26404571533203,79.60063934326172,56.6007080078125,31.380931854248043,104.68000030517578,47.52028320646111,37.29872686844376,79.76482113510808,56.871462704167385,30.442185463118147,102.27999877929688,46.45502007269614,36.51841746031399,78.04832854350197,56.12687907326458,31.265113400281983,103.76000213623047,47.39212849378877,37.04729346944897,79.52600452697867,56.22533874089571,43046100,32656700,106752200,213618600,493585800,6875800
2010-02-08,30.759166717529297,104.04000091552734,46.99966812133789,36.99526596069336,79.02599334716797,56.674598693847656,31.362647241332247,105.13999938964844,47.736539429923326,37.43744232535277,80.10067106943076,56.705368541174394,30.753071988149287,104.0,46.951610101282746,36.96925675361091,78.96628776396719,56.397688847185194,31.07005139884583,104.41000366210938,47.32004881095216,37.203349539481835,79.66034951062228,56.53306866371157,19238000,17176600,61579200,94354400,224166900,3386000
2010-02-09,31.728395462036133,105.41000366210938,47.64844512939453,37.37676239013672,80.01856231689453,56.1083869934082,32.01489661125211,106.1500015258789,48.000861499040404,37.72356404162741,80.71262393345111,56.74836038282038,31.143203703307854,104.87000274658203,47.055741677095796,37.073307224283006,79.30957146041727,56.08377209056781,31.44799136831367,105.18000030517578,47.56034027313877,37.43745276183202,79.95139212492494,56.452986243548345,30811800,25959200,91986700,118956000,337820500,4790000
2010-02-10,31.527238845825195,105.12000274658203,47.76057052612305,37.29871368408203,79.86186981201172,55.57307815551758,31.66744090172949,105.5,47.880710994600726,37.5501469942001,80.30218576178808,56.36689194842326,31.21635410527374,104.11000061035156,47.00767681333865,37.064620944390285,79.19019610623185,55.50538827973992,31.55771714922256,105.12999725341797,47.50426719358526,37.376744597312616,79.89172260936182,56.19459215365005,23502500,16215200,55715500,94102900,240511500,5068000
2010-02-11,31.81983757019043,107.12999725341797,48.521480560302734,37.862274169921875,80.69769287109375,55.27153778076172,31.874699451316534,107.55999755859375,48.55351619073747,37.966317611248684,80.7872512270851,55.55460231942717,31.179783840616324,105.2699966430664,47.25597996912476,37.07329626376282,79.29464612358237,55.00077835472696,31.417517883714215,105.58000183105469,47.62441568983078,37.3073890456838,79.75735575544938,55.505372479272495,19397300,19350100,51969700,93050800,223591600,5087500
2010-02-12,31.54551124572754,107.04000091552734,48.8738899230957,37.9403190612793,80.63050842285156,55.49919891357422,31.60646782524334,107.0999984741211,48.937964230145646,38.04436254089963,80.67528474284926,55.640728775936246,31.118808213083593,105.56999969482422,47.90474273171709,37.42011489268742,79.488666712229,55.35150945526518,31.27120198721754,106.08000183105469,48.056921884415424,37.524155064930305,79.84688865988088,55.57303894791476,18994900,14464200,65909800,93938500,304622100,2833800
2010-02-16,32.24653244018555,109.62000274658203,49.6988525390625,38.42585754394531,81.89926147460938,55.60383224487305,32.31358376602809,109.87000274658203,49.74691054776511,38.45186676839683,81.98135523189862,55.65306208510324,31.582095308495905,109.0999984741211,48.92193459164752,38.018362054852886,80.46636157365961,55.216157816396226,31.69181904219475,109.44999694824219,49.386483120935495,38.21777713357617,81.24251711013359,55.216157816396226,19592800,20895700,50057600,83861400,159317500,2440900
2010-02-17,32.28920364379883,109.25,50.03525924682617,38.64259719848633,82.28730010986328,54.97002410888672,32.47207576453131,110.01000213623047,50.147391560233835,38.64259719848633,82.39924660304114,55.43769359849899,32.15509633676726,108.87000274658203,49.65080429141002,38.373823173781695,81.89921969269136,54.81618434905762,32.39283032625401,109.66000366210938,49.9471544133269,38.599247402857166,82.29475903392935,55.333083688571264,19682000,19593400,50459400,82691700,168845100,4368200
2010-02-18,32.47208023071289,109.9800033569336,50.44375228881836,38.885353088378906,82.77241516113281,54.748497009277344,32.52084505112087,110.11000061035156,50.45977163058442,38.95471539727783,82.94406155204943,55.07463656401642,32.19167611866686,109.19000244140625,49.859060063553656,38.53855146601505,82.12312991946244,54.465432401488385,32.19167611866686,109.61000061035156,50.03526976760333,38.61658240983788,82.15298270349933,55.0500216379282,13747600,19177400,43072800,65752600,193708600,5121800
2010-02-19,32.270912170410156,109.47000122070312,50.507843017578125,38.86800003051758,82.94407653808594,55.04380798339844,32.35015760222038,110.38999938964844,50.76414644288538,39.05873968775815,83.2649869071679,55.0807326805289,31.929551526326087,108.80999755859375,50.147415370934226,38.685925697304164,82.36196137878318,54.70536367425184,32.020986416557896,109.31999969482422,50.25153959227087,38.781297179612245,82.55600166316323,54.91458328047205,16069000,21928700,56840800,80416500,222684900,3502500
2010-02-22,32.33187484741211,109.06999969482422,50.66001510620117,38.78998565673828,82.95902252197266,54.81618118286133,32.49646045937434,109.97000122070312,50.820205488363456,39.04141576312356,83.27246833349523,54.96386602921821,32.25262940639061,108.66000366210938,50.47579723609664,38.63392376594632,82.71274122984555,54.71772148874566,32.44769331863949,109.86000061035156,50.796174945043795,39.02407518554923,83.2500801603634,54.84079610639024,14422100,10742800,45344900,72055000,132346900,3382600
2010-02-23,31.87468719482422,107.88999938964844,50.067298889160156,38.287109375,81.95146942138672,55.67154312133789,32.33186858663061,108.91000366210938,50.66000223597043,38.789976078351955,82.98882936136611,55.714618074099086,31.77105820350214,107.6500015258789,49.92313094275528,38.10503831649374,81.73504102971562,54.951574041693185,32.18556951810085,108.83999633789062,50.58791673507967,38.76396356472522,82.7350892638567,54.97618427628438,18038800,13629600,58965400,95814400,207497000,5474500
2010-02-24,32.07585525512695,107.36000061035156,50.49180221557617,38.677276611328125,82.70524597167969,55.80691909790039,32.26482445657914,108.16000366210938,50.74009433468323,38.83333851444748,82.83958065454864,55.92383413613528,31.83812123335047,107.0999984741211,50.09933604369907,38.42584317770502,81.98879622765749,55.49308463775955,31.923461412927107,107.33000183105469,50.25151823837918,38.48653355032063,82.19776002460107,55.72076919822525,15789800,17207400,50476000,86591000,176350700,4423200
2010-02-25,31.88078498840332,108.30999755859375,50.507843017578125,38.668601989746094,82.59330749511719,56.12074661254883,31.8868820430733,108.69999694824219,50.55589800021209,38.75530487846087,82.65301306972455,56.17613137144307,31.374838742011377,106.5999984741211,49.64281666563277,38.00100793721598,81.30220718379572,55.93614170414155,31.44189239131098,106.69999694824219,49.803007070294264,38.269778623789215,81.52609454781783,56.108441496581904,18544400,23400400,51949700,97961300,259634700,3707700
2010-02-26,32.07585525512695,109.43000030517578,50.29957580566406,38.80733108520508,82.64556121826172,56.40996170043945,32.216057310909356,109.5999984741211,50.6279646377621,38.89403399130383,82.92915989454447,56.64995134888166,31.643057301362308,108.41000366210938,50.02725313596983,38.49521054538262,82.17539255672045,56.249971731355885,31.813737660515578,108.88999938964844,50.58791781538462,38.65994110590373,82.66794938873923,56.28073686626417,19714200,13033900,60093900,66222400,173589300,4349100
2010-03-01,32.325782775878906,109.43000030517578,51.46895980834961,39.37087631225586,83.50382995605469,56.38530731201172,32.386741711195626,109.9000015258789,51.51701476989963,39.4402386158408,83.58592372951044,56.502598164631124,32.06366516738104,108.97000122070312,50.66800813645679,38.9720529887725,82.96649096392213,56.15073031649235,32.14900767682445,109.4800033569336,50.66800813645679,38.98072162303228,82.98887913962112,56.379137579561856,14774400,12830900,70967800,77290100,147709700,2415200
2010-03-02,32.56960678100586,111.0199966430664,51.861427307128906,39.492271423339844,83.73516845703125,56.311187744140625,32.789054249714496,111.44999694824219,52.1818080029916,39.75237354178621,84.1381726358058,56.34822494805371,32.41111590900735,109.86000061035156,51.581096489781615,39.40557181965035,83.5859101806725,55.990182944508405,32.545223212183764,109.86000061035156,51.66119013605891,39.509612005553315,83.86204425515828,56.101299265963306,14135700,20102200,55605300,76368500,160992400,2260600
2010-03-03,32.95973587036133,111.62999725341797,52.15778350830078,39.535614013671875,83.80978393554688,56.16920471191406,33.166991562768,112.18000030517578,52.454130627579836,39.72635707584964,84.30980530910497,56.22476522825667,32.813439102394966,111.18000030517578,51.885457762452226,39.38822405280889,83.60081442552665,55.9901837077012,32.86220391660202,111.45999908447266,52.11773362749092,39.587635750823246,83.95157755719298,56.18155358653051,15292400,16222100,56207500,65735500,150785000,2156100
2010-03-04,32.87439727783203,110.83000183105469,52.2939567565918,39.6656608581543,84.06352996826172,56.46555709838867,33.05726940923138,111.37000274658203,52.358034138043124,39.717682587640304,84.18294112520104,56.5951921168281,32.685428091023695,110.22000122070312,51.957559670105454,39.362209037927876,83.6082848966459,56.070477601320206,32.996312807213364,111.25,52.173813194059406,39.56162070655907,83.9217306428556,56.150726505196296,12645600,12944800,47174200,54470900,135770400,2374700
2010-03-05,33.51445007324219,110.80999755859375,53.359222412109375,40.263916015625,85.26510620117188,55.7247428894043,33.56321721392924,111.75,53.43931608670432,40.35061894149539,85.33227072903149,56.09513379550665,33.04507680818296,110.80000305175781,52.46215736868126,39.87376442503278,84.40685672865044,55.63214987259472,33.106035734041775,111.12999725341797,52.63035591855734,39.96046404352473,84.60836169990777,56.070440754452086,18656300,11091400,52293900,68136300,176118800,3823200
2010-03-08,33.51445007324219,109.87999725341797,53.4553108215332,40.34192657470703,85.28001403808594,55.434600830078125,33.65465211469958,111.30000305175781,53.607493019425284,40.43729809119953,85.46658972843198,55.53954270443303,33.410823387300084,109.5199966430664,53.279101142027265,40.26389563461106,85.13075576334437,55.37286588307857,33.56321721392924,111.22000122070312,53.375217179235925,40.28123621100758,85.2725551100356,55.49633106736247,11336100,12753800,46046400,58712400,114631200,2850400
2010-03-09,33.435211181640625,109.72000122070312,53.647560119628906,40.56734848022461,85.42178344726562,55.44695281982422,33.593702094573736,110.16000366210938,54.05603965971435,40.79276934595515,85.81732286116166,55.558069146505865,33.19138240647956,109.04000091552734,53.287129447444194,40.229215527940504,84.9814677054074,55.18768296080567,33.20357419403947,109.16000366210938,53.303151847499606,40.25522473738495,85.0262440333696,55.545724981192734,15356500,12650800,70685800,98002800,154556700,2573700
2010-03-10,33.57540512084961,108.47000122070312,54.10409164428711,40.89680480957031,85.80242919921875,55.304954528808594,33.73389365908522,110.5,54.384422490529985,40.99217630978468,86.03378123271234,55.37285919453366,33.39253068974201,108.0199966430664,53.671578576903464,40.57601246942978,85.3845014757882,55.05803360949706,33.435200770241785,109.94000244140625,53.69560606218797,40.59335304286659,85.45913061299534,55.243224298980714,13641100,21982100,73655200,102578900,186088800,3216200
2010-03-11,33.70341873168945,108.5999984741211,54.2642707824707,41.05287551879883,86.16065216064453,55.508689880371094,33.7399917612912,108.6500015258789,54.35237562241689,41.05287551879883,86.18304602647555,55.64449926406757,33.41082286814938,107.86000061035156,53.58346565532098,40.73208310945893,85.33972025582622,55.16917113084636,33.55711963724681,108.27999877929688,53.77569161940665,40.80144541816859,85.60092508547228,55.18151529767492,13015300,9513300,59964100,67510300,160791100,2621000
2010-03-12,33.928955078125,107.94999694824219,54.2402458190918,41.06154251098633,86.16809844970703,55.85438537597656,33.9838169383936,108.7699966430664,54.568631601703196,41.208932438160694,86.5487143741201,55.95932727351413,33.75217771444343,107.44999694824219,53.87181015800787,40.83611834223238,85.92928184286369,55.39140142949363,33.97162515551782,108.55999755859375,54.54460411892108,41.18292322921852,86.53378513340905,55.41608976208908,11743300,11849000,61862000,64068300,162074800,3099100
2010-03-15,33.69123458862305,108.36000061035156,54.056034088134766,40.95751190185547,86.19046783447266,55.78029251098633,33.73390468306709,108.55999755859375,54.312337465807516,41.078892648342446,86.25017339663184,55.84819718319031,33.43521169661308,107.81999969482422,53.66357087780093,40.6713973073842,85.5262591135003,55.58892736734698,33.64856449417901,108.16000366210938,54.208216319199835,40.97484917360165,86.01882146055978,55.77411807450003,10182300,7698600,49862700,60150500,146816800,1936800
2010-03-16,34.11793518066406,110.4000015258789,54.52057647705078,41.21760559082031,86.87712097167969,56.224735260009766,34.154508215690946,110.56999969482422,54.54460395976279,41.27829595172016,86.95920905012676,56.23090498431375,33.72171024867199,109.69999694824219,53.93588125112693,40.94883163013769,86.19051799493712,55.89138646877889,33.80705043086214,110.0199966430664,54.328350504601275,41.087552927534006,86.42933468872263,55.90373062710009,15718300,17749300,52874400,74950600,168673000,3932600
2010-03-17,34.30081558227539,109.58999633789062,54.840965270996094,41.330326080322266,87.39208221435547,56.46555709838867,34.447112408263116,110.45999908447266,55.169351101147974,41.529741102490796,87.67568100507575,56.46555709838868,34.20328358983486,109.55000305175781,54.62470567314212,41.2089453241345,86.88459593467937,56.218631235291106,34.24595369119346,110.18000030517578,54.64072807115209,41.278307646171825,87.1383419214375,56.366784869262005,17400500,13784300,53589100,75643500,177468100,3481200
2010-03-18,34.099639892578125,110.33999633789062,54.672760009765625,41.469051361083984,87.34727478027344,56.28034591674805,34.25203371064079,110.61000061035156,55.08925064531402,41.512401159334104,87.51892122468983,56.47171588018312,33.880194747857786,109.5,54.5766439658297,41.269636335853775,86.99651157580756,56.18157842472932,34.18498238398312,110.0999984741211,54.81693102029269,41.36500787643059,87.39951574516166,56.43467394967302,15899600,13848400,71527500,77829400,196509100,2750300
